0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.40063,0.45512,0.50973,0.56751,0.62382,0.68211,0.73757,0.79387,0.84641,0.89886,0.94692,0.99418,1.0369,1.0784,1.1156,1.1513,1.1831,1.2136,1.2406,1.2665,1.2895,1.3114
0.40186,0.45651,0.51128,0.56924,0.62571,0.68418,0.7398,0.79627,0.84896,0.90157,0.94977,0.99717,1.04,1.0816,1.1189,1.1547,1.1867,1.2172,1.2443,1.2703,1.2933,1.3154
0.40294,0.45772,0.51263,0.57074,0.62736,0.68597,0.74174,0.79834,0.85118,0.90392,0.95224,0.99976,1.0427,1.0844,1.1218,1.1577,1.1897,1.2203,1.2476,1.2735,1.2967,1.3187
0.40371,0.4586,0.51361,0.57182,0.62853,0.68725,0.74312,0.79982,0.85275,0.90558,0.95399,1.0016,1.0446,1.0864,1.1238,1.1598,1.1919,1.2226,1.2498,1.2759,1.299,1.3211
0.40436,0.45933,0.51441,0.57271,0.62951,0.68831,0.74426,0.80105,0.85405,0.90696,0.95544,1.0031,1.0462,1.088,1.1255,1.1616,1.1937,1.2244,1.2517,1.2778,1.301,1.3231
0.40497,0.46001,0.51518,0.57356,0.63043,0.68932,0.74534,0.8022,0.85527,0.90825,0.9568,1.0045,1.0477,1.0896,1.1271,1.1632,1.1954,1.2261,1.2535,1.2795,1.3028,1.325
0.40561,0.46073,0.51598,0.57444,0.63139,0.69036,0.74647,0.80341,0.85655,0.90961,0.95822,1.006,1.0492,1.0912,1.1288,1.1649,1.1971,1.2279,1.2553,1.2814,1.3047,1.3269
0.4065,0.46173,0.51709,0.57566,0.63273,0.69182,0.74803,0.80508,0.85833,0.91149,0.96019,1.0081,1.0514,1.0934,1.1311,1.1673,1.1996,1.2304,1.2578,1.284,1.3073,1.3296
0.61798,0.70207,0.78635,0.87554,0.96245,1.0524,1.138,1.2249,1.3061,1.387,1.4612,1.5342,1.6001,1.6642,1.7215,1.7767,1.8258,1.8728,1.9146,1.9545,1.99,2.0239
0.63981,0.72687,0.81412,0.90646,0.99643,1.0896,1.1782,1.2682,1.3521,1.436,1.5128,1.5883,1.6566,1.7229,1.7823,1.8394,1.8903,1.9389,1.9822,2.0235,2.0602,2.0953
0.64111,0.72833,0.81576,0.90828,0.99842,1.0918,1.1806,1.2707,1.3548,1.4388,1.5158,1.5914,1.6598,1.7263,1.7858,1.843,1.894,1.9427,1.986,2.0274,2.0642,2.0994
0.64224,0.72961,0.81718,0.90985,1.0001,1.0936,1.1826,1.2729,1.3571,1.4412,1.5183,1.5941,1.6626,1.7292,1.7888,1.8461,1.8972,1.946,1.9894,2.0308,2.0677,2.1029
0.6432,0.73069,0.81838,0.91117,1.0016,1.0952,1.1843,1.2747,1.3591,1.4433,1.5205,1.5964,1.665,1.7316,1.7913,1.8487,1.8998,1.9487,1.9922,2.0337,2.0706,2.1059
0.64446,0.73211,0.81995,0.91291,1.0035,1.0973,1.1865,1.277,1.3616,1.446,1.5233,1.5993,1.668,1.7348,1.7945,1.852,1.9033,1.9522,1.9958,2.0373,2.0743,2.1097
0.64569,0.73349,0.82148,0.9146,1.0053,1.0993,1.1886,1.2794,1.364,1.4485,1.526,1.6021,1.671,1.7378,1.7977,1.8553,1.9066,1.9556,1.9993,2.0409,2.078,2.1134
0.64668,0.7346,0.82272,0.91597,1.0068,1.1009,1.1904,1.2812,1.366,1.4507,1.5282,1.6045,1.6734,1.7403,1.8003,1.858,1.9093,1.9584,2.0021,2.0438,2.0809,2.1164
0.74376,0.84497,0.94643,1.0538,1.1584,1.2667,1.3698,1.4744,1.572,1.6695,1.7588,1.8466,1.926,2.0031,2.0722,2.1386,2.1977,2.2543,2.3046,2.3526,2.3954,2.4362
0.77878,0.88478,0.99103,1.1035,1.213,1.3265,1.4344,1.544,1.6462,1.7483,1.8418,1.9338,2.017,2.0977,2.1701,2.2396,2.3016,2.3608,2.4135,2.4638,2.5086,2.5513
0.78342,0.89004,0.99691,1.11,1.2202,1.3343,1.4428,1.553,1.6559,1.7585,1.8526,1.9451,2.0288,2.11,2.1827,2.2527,2.315,2.3746,2.4276,2.4781,2.5232,2.5662
0.78615,0.89311,1.0003,1.1138,1.2243,1.3388,1.4477,1.5582,1.6614,1.7644,1.8588,1.9516,2.0355,2.1169,2.1899,2.2601,2.3226,2.3824,2.4355,2.4863,2.5314,2.5745
0.78798,0.89517,1.0026,1.1163,1.2271,1.3418,1.4509,1.5617,1.6651,1.7683,1.8629,1.9559,2.04,2.1216,2.1947,2.265,2.3277,2.3876,2.4409,2.4917,2.537,2.5802
0.7892,0.89655,1.0041,1.118,1.229,1.3438,1.4531,1.564,1.6676,1.7709,1.8656,1.9588,2.0429,2.1247,2.1979,2.2683,2.3311,2.3911,2.4444,2.4953,2.5406,2.5839
0.79038,0.89788,1.0056,1.1196,1.2307,1.3457,1.4552,1.5663,1.6699,1.7734,1.8683,1.9615,2.0458,2.1277,2.201,2.2715,2.3343,2.3944,2.4478,2.4988,2.5442,2.5875
0.79165,0.89931,1.0072,1.1214,1.2326,1.3478,1.4574,1.5687,1.6725,1.7761,1.8711,1.9645,2.0489,2.1309,2.2043,2.2749,2.3378,2.398,2.4515,2.5025,2.548,2.5914
0.83052,0.9435,1.0568,1.1766,1.2934,1.4143,1.5293,1.6461,1.755,1.8638,1.9635,2.0615,2.1502,2.2362,2.3133,2.3874,2.4535,2.5166,2.5727,2.6263,2.674,2.7196
0.8626,0.97998,1.0976,1.2221,1.3435,1.4691,1.5886,1.7099,1.8231,1.9362,2.0398,2.1416,2.2337,2.3231,2.4032,2.4802,2.5488,2.6144,2.6728,2.7284,2.778,2.8253
0.87171,0.99033,1.1092,1.235,1.3576,1.4846,1.6054,1.7279,1.8424,1.9566,2.0612,2.1642,2.2572,2.3476,2.4285,2.5063,2.5756,2.6419,2.7009,2.7571,2.8072,2.8551
0.87406,0.99298,1.1122,1.2383,1.3612,1.4885,1.6095,1.7324,1.8471,1.9616,2.0666,2.1697,2.263,2.3536,2.4347,2.5127,2.5823,2.6487,2.7078,2.7642,2.8144,2.8624
0.8758,0.99494,1.1144,1.2407,1.3639,1.4913,1.6126,1.7358,1.8507,1.9654,2.0705,2.1739,2.2673,2.358,2.4393,2.5175,2.5871,2.6537,2.7129,2.7694,2.8197,2.8677
0.8778,0.99719,1.1169,1.2435,1.3669,1.4946,1.6162,1.7396,1.8547,1.9697,2.075,2.1786,2.2722,2.3631,2.4446,2.5229,2.5927,2.6594,2.7187,2.7753,2.8257,2.8739
0.88014,0.99983,1.1198,1.2467,1.3704,1.4985,1.6203,1.744,1.8594,1.9747,2.0803,2.1841,2.2779,2.3691,2.4507,2.5292,2.5992,2.666,2.7255,2.7823,2.8328,2.881
0.88207,1.002,1.1222,1.2494,1.3734,1.5017,1.6238,1.7477,1.8633,1.9788,2.0846,2.1886,2.2827,2.374,2.4558,2.5344,2.6045,2.6715,2.7311,2.788,2.8386,2.8869
0.89591,1.0177,1.1398,1.2691,1.3949,1.5253,1.6493,1.7752,1.8927,2.0099,2.1174,2.2231,2.3186,2.4114,2.4945,2.5744,2.6455,2.7136,2.7741,2.8319,2.8833,2.9324
0.91731,1.0421,1.1671,1.2994,1.4283,1.5618,1.6888,1.8177,1.938,2.0581,2.1682,2.2764,2.3742,2.4692,2.5543,2.6361,2.709,2.7787,2.8407,2.8999,2.9526,3.0028
0.92932,1.0557,1.1824,1.3164,1.4471,1.5823,1.711,1.8416,1.9635,2.0851,2.1966,2.3063,2.4054,2.5016,2.5879,2.6708,2.7446,2.8152,2.878,2.938,2.9913,3.0423
0.93324,1.0601,1.1873,1.3219,1.4531,1.5889,1.7181,1.8492,1.9716,2.0938,2.2057,2.3158,2.4153,2.512,2.5985,2.6818,2.7559,2.8268,2.8899,2.9501,3.0036,3.0548
0.93522,1.0624,1.1898,1.3247,1.4561,1.5922,1.7216,1.853,1.9756,2.098,2.2102,2.3205,2.4202,2.517,2.6038,2.6872,2.7615,2.8325,2.8957,2.956,3.0096,3.0609
0.93713,1.0645,1.1922,1.3273,1.459,1.5953,1.725,1.8566,1.9795,2.1021,2.2145,2.325,2.4249,2.5219,2.6087,2.6923,2.7667,2.8379,2.9012,2.9616,3.0154,3.0667
0.9393,1.067,1.1949,1.3303,1.4623,1.5989,1.7288,1.8607,1.9838,2.1067,2.2193,2.3301,2.4302,2.5274,2.6144,2.6982,2.7728,2.8441,2.9075,2.968,3.0219,3.0734
0.9413,1.0692,1.1974,1.3331,1.4653,1.6022,1.7324,1.8645,1.9879,2.111,2.2238,2.3348,2.435,2.5324,2.6197,2.7036,2.7783,2.8497,2.9133,2.9739,3.0279,3.0795
0.94607,1.0746,1.2035,1.3398,1.4727,1.6102,1.7411,1.8739,1.9979,2.1216,2.235,2.3465,2.4473,2.5451,2.6328,2.7171,2.7922,2.864,2.9279,2.9888,3.0431,3.0949
0.9565,1.0865,1.2168,1.3546,1.4889,1.628,1.7603,1.8946,2.0199,2.145,2.2597,2.3724,2.4743,2.5733,2.6619,2.7471,2.8231,2.8957,2.9602,3.0219,3.0767,3.1291
0.96751,1.099,1.2308,1.3702,1.5061,1.6468,1.7806,1.9164,2.0432,2.1698,2.2857,2.3997,2.5028,2.6029,2.6926,2.7788,2.8556,2.929,2.9944,3.0567,3.1122,3.1652
0.97473,1.1072,1.2399,1.3804,1.5172,1.6589,1.7937,1.9305,2.0582,2.1857,2.3025,2.4174,2.5212,2.622,2.7123,2.7992,2.8765,2.9505,3.0163,3.0791,3.135,3.1883
0.97856,1.1115,1.2447,1.3857,1.5231,1.6653,1.8006,1.9379,2.066,2.194,2.3112,2.4265,2.5307,2.6319,2.7225,2.8096,2.8873,2.9615,3.0275,3.0906,3.1467,3.2002
