0.87421,0.74194,0.55167,0.3311
0.77744,0.64324,0.50828,0.3625
0.76768,0.64401,0.53571,0.40654
0.86909,0.63105,0.45577,0.2958
0.88235,0.58909,0.52905,0.32203
0.89535,0.64465,0.48873,0.72897
0.80103,0.59718,0.46951,0.28479
0.78837,0.64783,0.51526,0.37018
0.78472,0.6379,0.554,0.33383
0,0.7957,0.52333,0.38162
0.82759,0.66875,0.45423,0.34579
0.91031,0.69892,0.68679,0.26357
0.81985,0.59444,0.53833,0.3792
0.77885,0.63327,0.6,0.30815
0.77348,0.65771,0.48397,0.31471
0.75258,0.66426,0.63,0.33149
0.8271,0.68387,0.51085,0.30586
NaN,0.71662,0.52727,0.32555
0.83,0.64921,0.51718,0.35429
0.82641,0.71875,0.52667,0.3392
0.85276,0.6851,0.46296,0.30508
0.80147,0,0.50235,0.34268
0.87209,0.80645,0.49464,0.32087
0.77995,0.74811,0.45636,0.40188
0.83036,0.6488,0.57241,0.3162
0.86047,0.67107,0.46809,0.36604
0.89683,0.68974,0.53663,0.32712
0.92636,0.7194,0.57686,0.27259
0.94981,0.71505,0.43042,0.27212
0.83051,0.71398,0.57,0.26783
0.81198,0.5945,0.56028,0.394
0.73779,0.64644,0.5425,0.48598
0.89535,0.75546,0.4744,0.35447
0.8087,0.52885,0.51481,0.29811
0.78,0.656,0.66333,0.30841
0.86813,0.625,0.63,0.32523
0.90698,0.67964,0.66,0.30849
0.88953,0.72043,0.53333,0.38076
0.84264,0.60222,0.585,0.37383
0.85465,0.7625,0.47771,0.34112
0.84884,0.6402,0.55167,0.29304
0.8642,0.627,0.43322,0.35322
0.89873,0.64286,0.55424,0.37963
0.83023,0.74468,0.50633,0.31776
0.75,0.79787,0.64561,0.39097
0.96512,0.71598,0.61667,0.42215
0.77056,0.67204,0.53906,0.49533
0.84884,0.74462,0.53945,0.35021
0.90909,0.64645,0.49842,0.36122
0.82558,0.70053,0.55667,0.27586
0.76644,0.61832,0.44332,0.33333
0.7729,0.66984,0.49216,0.28976
0.81395,0.69277,0.51534,0.28871
0.86072,0.7957,0.50087,0.33458
0.87356,0.59694,0.38509,0.33091
0.73968,0.64252,0.55833,0.40328
0.96552,0.88172,0.49716,0.36055
0.784,0.71401,0.54839,0.39252
0.84967,0.66953,0.58873,0.39205
0.87097,0.64331,0,0.38585
0.86628,0.65574,0.50924,0.27726
0.87209,0.69837,0.54482,0.40534
0.86004,0.76522,0.54333,0.3465
0.93605,0.72308,0.57,0.3324
0.87597,0.71501,0.48536,0.53271
0.83333,0.68356,0.49767,0.48598
0.83871,0.64286,0.605,0.35657
0.87442,0.67355,0.54393,0.32031
0.77726,0.67797,0.68,0.36193
0.7854,0.66531,0.45274,0.31452
0.81903,0.61048,0.46099,0.42056
0.81395,0.60825,0.65,0.37533
0.82883,0.66058,0.56166,0.36849
0.94253,0.69032,0.56263,0.22332
0.86921,0.74731,0.40156,0.38636
0.78584,0.61921,0.47436,0.24891
0.66301,0.77419,0.45667,0.31931
0.86047,0.63765,0.52918,0.26624
0,0.77228,0.49833,0.35701
1,0.60659,0.5586,0.286
0.76538,0.5972,0.51167,0.37072
0.81056,0.65042,0.53571,0.30061
0.87029,0.64063,0.4569,0.36066
0.77582,0.74194,0.48012,0.32792
0.856,0.5835,0.56,0.17316
0.75048,0.60234,0.52833,0.31931
0.95,0.68364,0.4699,0.32866
0.76987,0.62209,0.482,0.40323
0.87597,0.71691,0.55429,0.27826
0.86628,0.63699,0.53158,0.37236
0,0.62565,0.60976,0.25306
0.78161,0.65891,0.51667,0.36288
0.77049,0.68797,0.47838,0.36916
0.78101,0.69329,0.55094,0.31663
0.82093,0.61935,0.53929,0.40187
0.75581,0.61628,0.64667,0.26791
0.81623,0.73262,0.61,0.30948
0.83721,0.704,0.30909,0.33731
0.85714,0.74151,0.443,0.34932
0.78626,0.61047,0.52496,0.28289
